url,description
https://www.domain.com.au/4-adare-place-werribee-vic-3030-2017448154," In order to inspect this property you will need to follow government guidelines. This includes wearing a face mask, checking in using QR code and registering your details with our agent. In the event you are exempt from wearing a face mask you will need to provide evidence. In order to inspect this property you will need to follow government guidelines. This includes wearing a face mask, checking in using QR code and registering your details with our agent. In the event you are exempt from wearing a face mask you will need to provide evidence. Positioned in a central location close to walking tracks along the scenic Werribee River, within a short drive to Werribee Train Station (approx 1.3km), Werribee Town Centre and with easy access to the Princess Hwy. Lovingly maintained near new and immaculate featuring three bedrooms upstairs with built in robes, the master bedroom is complemented by a walk in robe and ensuite while the other bedrooms are serviced by a central bathroom. Downstairs is the spacious open plan light filled kitchen, meals and living area. The modern kitchen includes a stainless steel oven, gas cooktop and stone bench tops. Stepping outside is the sunny low maintenance and established and easy to maintain garden for you to enjoy! Additional features include: high ceilings throughout, double car garage, ducted heating, split system cooling and alarm. 3 Bedrooms with BIR
Master with WIR and Ensuite
2.5 bathrooms
2 Car Garage
274m2 approx allotment"
https://www.domain.com.au/160-heatherhill-road-frankston-vic-3199-2017448106," This well-kept residence in the leafy Lakewood Estate presents a fresh opportunity for first home buyers and young families seeking abounding greenery with an enviable proximity to the bustling hub of Frankston. Light-filled and poised with possibility, this updated adobe presents endless excitement to splash your family flair. Situated steps to the Heatherhill Road shops and within the Mount Erin Secondary College school zone, this sensational family home sits in a perfect position to access your every need, with a moment's drive presenting easy freeway access, Frankston Train Station and Bayside Shopping Centre. This well-kept residence in the leafy Lakewood Estate presents a fresh opportunity for first home buyers and young families seeking abounding greenery with an enviable proximity to the bustling hub of Frankston. Light-filled and poised with possibility, this updated adobe presents endless excitement to splash your family flair. Situated steps to the Heatherhill Road shops and within the Mount Erin Secondary College school zone, this sensational family home sits in a perfect position to access your every need, with a moment's drive presenting easy freeway access, Frankston Train Station and Bayside Shopping Centre. Presenting a storybook street frontage with well-kept greenery, this home reveals a traditional layout balancing entertaining areas with accommodation at the rear. Enjoy a family connection encouraged throughout a free-flowing lounge, airy dining and adjoining kitchen, inclusive of ample cabinetry and street views, ensuring kids are never too far away. Nurturing the growing family with three bedrooms, all serviced by an updated central bathroom featuring generous storage, bath and wide bench space. Each room includes fresh carpet, privacy blinds and large windows amplifying the breezy nature of peninsula living. Tucked between the kitchen and bathroom the linen cupboard and designated laundry lie before rear access, revealing a covered brick alfresco area perfect for summer afternoons spent in the shade. Featuring a paved perimeter this home delivers easy access around the entire property, whilst showcasing the undeniable 'wow' factor; the glistening aquamarine in-ground swimming pool. Presenting simple coastal living, perfect for the children to take a splash after school or summers spent with friends and family, all complimented by an elevated deck/gazebo prescribing long lazy afternoons with a good book. Additional inclusions comprise, gas heating, SS/AC, ceiling fans, exterior blinds, double carport & additional off-street parking, built in BBQ & garden shed. Nestled in the leafy Lakewood Estate, this address adjures effortless maintenance from outdoor entertaining areas to a streamlined functional floorplan. Bolstering enviable proximity to local schools, public transport, and an abundance of shopping, this rejuvenated residence presents the perfect opportunity for young families and investors alike. Should you require any further information, please do not hesitate to contact Ellis Schofield on 0431 063 163 or Terry Wheeler on 0417 397 806 anytime. Please note Photo ID required for all inspections. If you are not showing any signs of being unwell and have not travelled overseas in the last 14 days or been in contact with someone who has, inspections are encouraged and most welcome. We may respectfully decline access to certain attendees if we feel it is in the best interest of our clients and the greater community."
https://www.domain.com.au/14-rannoch-avenue-mount-eliza-vic-3930-2017448078," Delivering all the grace, grandeur and unbridled luxury this blue-chip beachside location demands, this palatial Georgian-style home delights at every turn, from the array of striking living zones to the heavenly landscaped gardens with French-provincial terrace. Set on a 735m2 (approx) allotment with a rear gate to a residents' reserve and walkway to Ranelagh Beach and along the sand to the Ranelagh Club, the two-storey home boasts expansive formal and informal living and dining zones defined by high ceilings, columns, plush drapery and premium flooring, while a third luxe living area upstairs can be accessed via an internal lift or sweeping staircase. A huge entertainer's kitchen in the heart of the home is adorned with granite countertops and stainless-steel appliances to make light work of throwing spectacular parties as guests gather in the family room with a feature gas pebble fireplace and full wet bar or out in the exquisite landscaped gardens with box hedges and Mediterranean vine-covered pergola on balmy summer nights. Delivering all the grace, grandeur and unbridled luxury this blue-chip beachside location demands, this palatial Georgian-style home delights at every turn, from the array of striking living zones to the heavenly landscaped gardens with French-provincial terrace. Set on a 735m2 (approx) allotment with a rear gate to a residents' reserve and walkway to Ranelagh Beach and along the sand to the Ranelagh Club, the two-storey home boasts expansive formal and informal living and dining zones defined by high ceilings, columns, plush drapery and premium flooring, while a third luxe living area upstairs can be accessed via an internal lift or sweeping staircase. A huge entertainer's kitchen in the heart of the home is adorned with granite countertops and stainless-steel appliances to make light work of throwing spectacular parties as guests gather in the family room with a feature gas pebble fireplace and full wet bar or out in the exquisite landscaped gardens with box hedges and Mediterranean vine-covered pergola on balmy summer nights. · Spectacular Georgian-inspired architecture
· Rumpus room with balcony & bay glimpses
· Lavish master with 2 WIRs and spa ensuite
· Full family bathroom and guest powder room
· 5th bedroom/study with lift to upper level
· Evaporative cooling and ducted heating and vacuuming
· Wine cupboard and full built-in wet bar
· Plush carpeting and polished timber flooring
· 3-car garage and workshop with rear roller door
· Rear gate to reserve and short walk down to beach
· 1km to bistros and boutiques of Mt Eliza village
· Short drive to Toorak College and Peninsula Grammar"
https://www.domain.com.au/282-mckean-street-fitzroy-north-vic-3068-2017448044," Quietly opposite parkland in an exclusive village green pocket, this extensive and elegant modern residence presents an exceptional opportunity for inner-city lifestyle excellence. A wide, Victorian-style façade offers a gracious introduction to the extra-spacious layout of this beautiful balcony terrace that's superbly designed for high-quality living immediately overlooking the park. Classically inspired yet completely contemporary, the impressive 2-level interior is launched by a bay window living room with an open fireplace that extends to a formal dining room, powder room, laundry and light well before an immaculate gourmet kitchen with European appliances and family room that spills onto a secluded alfresco terrace. Upstairs accommodation complemented by a sitting room and family bathroom features a large parents' retreat with main bedroom, study/office, walk-in robe, spa-bath ensuite with double-shower and a park-view balcony, plus 2 further bedrooms both with built-in robes. There's also heating and cooling, attic storage plus direct rear access. Located on a premier Fitzroy North street lined with English trees, this outstanding home is enviably situated just a short stroll to the Edinburgh Gardens, Queens Parade shops, cafés and trams, Rushall train station, Merri Creek trail and schools. Quietly opposite parkland in an exclusive village green pocket, this extensive and elegant modern residence presents an exceptional opportunity for inner-city lifestyle excellence. A wide, Victorian-style façade offers a gracious introduction to the extra-spacious layout of this beautiful balcony terrace that's superbly designed for high-quality living immediately overlooking the park. Classically inspired yet completely contemporary, the impressive 2-level interior is launched by a bay window living room with an open fireplace that extends to a formal dining room, powder room, laundry and light well before an immaculate gourmet kitchen with European appliances and family room that spills onto a secluded alfresco terrace. Upstairs accommodation complemented by a sitting room and family bathroom features a large parents' retreat with main bedroom, study/office, walk-in robe, spa-bath ensuite with double-shower and a park-view balcony, plus 2 further bedrooms both with built-in robes. There's also heating and cooling, attic storage plus direct rear access. Located on a premier Fitzroy North street lined with English trees, this outstanding home is enviably situated just a short stroll to the Edinburgh Gardens, Queens Parade shops, cafés and trams, Rushall train station, Merri Creek trail and schools."
https://www.domain.com.au/9b-harkaway-road-berwick-vic-3806-2017448040," Government directions require all open home attendees to be fully vaccinated. If you are fully vaccinated you are welcome to attend one of the advertised open for inspection times, where proof of vaccination is required prior to entry. If you are not fully vaccinated and would like to view this home please contact our team to organise a private inspection. We thank you for assisting us as we implement directions from the Victorian government. Government directions require all open home attendees to be fully vaccinated. If you are fully vaccinated you are welcome to attend one of the advertised open for inspection times, where proof of vaccination is required prior to entry. If you are not fully vaccinated and would like to view this home please contact our team to organise a private inspection. We thank you for assisting us as we implement directions from the Victorian government. Combining a beautifully styled interior with a sought-after central location, this renovated family home is an exceptional all-rounder. Perfect for nesters and investors alike, 9B Harkaway Road is a must-see! Behind the private gated frontage and charming brick façade, the light-filled layout showcases an open-plan living/dining zone with stunning herringbone flooring and soothing warm tones, flowing into the contemporary kitchen. The aspiring chef will love the premium 900mm appliances and sleek stone benchtops. Creating a calming environment for busy parents, the secluded master boasts a gorgeous renovated en suite with vibrant tiles and a freestanding bath, while the two remaining bedrooms share the sparkling updated bathroom. Outside, the glorious decked alfresco is perfect for entertaining all summer long, alongside the low-maintenance backyard and separate sun-soaked patio. Highlights include brand new ducted heating, three split-system AC units, plush carpets, an alarm system, a single garage and double carport. Making day-to-day life a breeze, Berwick's bustling village, Wilson Botanic Park and child care facilities are within a short walk. You're also just moments from Berwick Station, several elite schools and the Monash Freeway. With nothing left to do but unpack and relax, this immaculate property is a fantastic find. Let's talk today! Property specifications
• Amazing central location
• Private and secure
• Open-plan living/dining zone with split-system AC, timber herringbone flooring, built-in storage and LED downlights
• Updated kitchen with 900mm dual-fuel oven, high-gloss cabinets, glass splashback, stone benchtops, dishwasher, mosaic feature wall and glass block window
• Three spacious bedrooms with built-in robes and plush carpets
• Master en suite with decorative feature tiles, freestanding bath, walk-in shower, glass block window and timber-look undermount vanity
• Family bathroom with feature tiles, frameless rainfall shower and matte black tapware/hardware
• Built-in laundry and linen storage
• Brand new ducted heating and further split-system AC to master/third bedroom
• Intercom to gate, alarm system, large windows and blinds throughout
• Covered entertainer's alfresco with decking and blinds
• Decked patio, low-maintenance backyard, quality artificial grass and storage shed
• Single garage, double carport and additional driveway parking
• Walk to shops, parks and bus stops
• Moments from top-ranking schools, train station, hospital and major roads
• Move-in ready with excellent rentability"
https://www.domain.com.au/8-thomas-place-hastings-vic-3915-2017448034," Flaunting a classic street frontage with charismatic appeal and framed by lush hedging, this immaculate three bedroom residence welcomes ample opportunities, proudly positioned within one of Hasting's most family-friendly pockets, moments to Hasting Primary School and The Hastings Club. Flaunting a classic street frontage with charismatic appeal and framed by lush hedging, this immaculate three bedroom residence welcomes ample opportunities, proudly positioned within one of Hasting's most family-friendly pockets, moments to Hasting Primary School and The Hastings Club. Welcoming garden views through all aspects, this charming and functional home is pleasantly set on an easy-care 604sqm (approx.) allotment and provides a plethora of living spaces for all occasions. An intelligent floorplan reveals itself with warmth and splendour, inviting you to explore the beauty of the sun-drenched front lounge, anchored by a beautifully bright, open-plan family domain, inclusive of dining area and spacious kitchen, featuring a wrap-around bench and gas cooktop. Cascading from front to back, the home showcases three bedrooms (BIRs), including a master bedroom with WIR and ensuite, and main family-sized bathroom with tub. Continuing to surprise and delight, a second living and home office with front and rear garden access provide space versatility, perfect for growing families or those working from home. Outside, a wonderfully well-kept yard lined in a periphery of mature trees, while accented by lush veggie gardens, provides a picturesque outlook from the undercover alfresco area, setting the scene for seamless indoor/outdoor entertaining amidst the private and tranquil surrounds. Additional features include; Laundry with alfresco access, freshly painted walls, new carpenters and newly re-pointed roof, RC/AC, long driveway/carport and large shed with ample room for boat and caravan sprinkler system and rear garden shed. Elegant and low-maintenance, this property oozes charisma and delivers on all the modern conveniences for today's living whilst positioned moments to vibrant High Street, Hastings and only a short drive to all the beautiful wineries and pristine coastlines offered by the stunning Mornington Peninsula. Should you require any further information, please do not hesitate to contact Adam Price on 0401 667 232 anytime. Inline with the most recent Government announcement, proof of double vaccination & Photo ID are required upon arrival of all Open Homes."
https://www.domain.com.au/481-lygon-street-carlton-north-vic-3054-2017447983," *Please contact the agent to register for the open for inspection and Auction (Note: Government requirements: entrants must be fully vaccinated and show their status via the Service Victoria app upon arrival), or alternatively if status is unknown private appointments may be available on an individual basis. *Please contact the agent to register for the open for inspection and Auction (Note: Government requirements: entrants must be fully vaccinated and show their status via the Service Victoria app upon arrival), or alternatively if status is unknown private appointments may be available on an individual basis. Proudly elevated in an exclusive Princes Hill locale, this esteemed masterpiece residence of bespoke Dom Ridolfi designed interiors and bold European decadence celebrates opulent living spaces, enviable indoor/outdoor entertaining options and presents a true statement of city-edge sophistication, unequivocally in a class of its own. Impeccable from all angles and retaining period elements of the era, the classic Victorian terrace façade reveals a grand arched hallway with soaring ornate ceilings, a supremely spacious home office, lavish main bathroom dressed in Italian marble with freestanding bath and designer tapware, and a generously sized first bedroom with built in robes and attic access. The free-flowing floorplan continues into a striking separate living area with built-in library and chic industrial vibes, through to a sprawling Italian Arclinea kitchen with dual ovens, luxury V-Zug and Gagganeau integrated appliances and large butler's pantry - all the right elements for effortless entertaining on both a large and intimate scale. Designer cabinetry and a cleverly incorporated full length Gagganeau wine fridge envelope the oversized family/dining area, connecting seamlessly to the fully private courtyard, rich with European aesthetic, and perfectly primed for breezy weekend brunches or an afternoon glass of Prosecco as the sun begins to set. Add to this, a secure rear garage for easy off-street parking (ROW), plus separate fully self-contained studio/guest quarters with a bedroom, sleek kitchenette, and bathroom of stylish proportions to match the main residence and with dual access from both the main house and separate rear laneway entry. The luxe continues upstairs: discover security entrance into the sprawling master suite comprising of a main bedroom with incorporated kitchenette, a stunning floor to ceiling marble ensuite with full Roman steam shower and meticulous walk-in wardrobe - carefully designed to consider a place for everything and everything in a place. Entertainers rejoice! A huge entertainer's zone completes the top level, showcasing a large undercover living space, full outdoor kitchen with integrated BBQ and incredible alfresco rooftop terrace with dazzling glimpses of the city skyline. There's so much more to love: an underground speakeasy style 1000 bottle wine cellar, large separate sauna, zoned refrigerated heating and cooling, state of the art home automation system (controlled remotely), double glazed windows, underfloor heating, separate powder room, a comprehensive irrigation system, an abundance of attic storage, energy efficient inclusions and a fully secure intercom and CCTV system for security and peace of mind. A truly mesmerising fusion of period allure and modern transformation that has been passionately designed to perfection with no compromise on space, light and style now invites new owners to secure their slice of exclusive designer living, just moments from Melbourne's hottest attractions. Stroll to iconic Princes Park, Lygon Street's acclaimed eateries, bars, and boutique shopping, plus Rathdowne Village, local schools (Princes Hill Secondary catchment), a plethora of walking/cycling trails and city-bound transport all within easy reach. A distinctively rare offering in a tightly held location that offers a unique living experience like no other that truly must be seen to be believed. Make it yours! All Nelson Alexander inspections are conducted in accordance with the latest government guidelines. Please check in via the QR code, show your vaccination status via the Service Victoria app, wear a mask, use hand sanitiser, refrain from touching any items/fixtures and doors and provide your contact details. We appreciate your assistance."
https://www.domain.com.au/496-purves-road-main-ridge-vic-3928-2017447976," Auction registrations close on Friday the 10th of December at 5:00pm. Auction registrations close on Friday the 10th of December at 5:00pm. Stretching over 5 acres (approx.) of gently undulating pastures, this wonderfully private, relaxed retreat has been held in the same family for over 45 years. Perfectly positioned in the Mornington Peninsula wine country and close to the Main Ridge Pony Club, this is a rare opportunity to acquire a property boasting such breathtaking rural and bay views. Optimising its privileged, elevated position, the split-level design captures uninterrupted bay views from the lounge/dining zone and adjoining large deck while two living areas and large study offer clever separation. The 4-bedroom architecturally designed home offers comfortable accommodation including master with ensuite and two bedrooms in the main home, with additional accommodation provided by guest house/artist's studio with ensuite. Enjoying postcard vistas, this superb property offers an idyllic country lifestyle with outstanding potential to renovate or build your dream home (STCA) in this breathtaking landscape setting. Features include hydronic heating, split system AC, study, outdoor shower, multiple fenced paddocks, concrete-based 3-Phase powered shed. Proudly marketed by the team at Peninsula Sotheby's International Realty."
https://www.domain.com.au/65-botanical-grove-doveton-vic-3177-2017447879," This large beautiful home will appeal to the first home-buyer, up-sizer or investor looking for plenty of living space within minutes to the local shopping strips, schools, station, buses, Princes Hwy and Eastlink for easy commuting. Set in the beautiful Botanical Grove estate the home comprises of:
- 4 bedrooms (master with ensuite)
- Multiple living areas
- 2 updated bathrooms
- Large kitchen area with gas stove, oven, dishwasher, bar bench and adjoining dining
- Ducted heating and evaporative cooling This large beautiful home will appeal to the first home-buyer, up-sizer or investor looking for plenty of living space within minutes to the local shopping strips, schools, station, buses, Princes Hwy and Eastlink for easy commuting. Set in the beautiful Botanical Grove estate the home comprises of:
- 4 bedrooms (master with ensuite)
- Multiple living areas
- 2 updated bathrooms
- Large kitchen area with gas stove, oven, dishwasher, bar bench and adjoining dining
- Ducted heating and evaporative cooling Also has down lights throughout, tiled wet areas for easy maintenance, a large double garage, solar panels and plenty of space in the back for the kids, pets or entertaining under the alfresco. All situated on a 500sqm block in a highly sort after location. Possible rental return of around $2000 a month. Whether you are looking for somewhere to live or your next investment this home will impress you."
https://www.domain.com.au/18-charmaine-street-dromana-vic-3936-2017447534," If you are looking for a large home that offers substantial accommodation, multiple living zones and bay glimpses, that is what is on offer here. If you are looking for a large home that offers substantial accommodation, multiple living zones and bay glimpses, that is what is on offer here. With 4 living zones that offer flexibility and 5 spacious bedrooms plus 2 undercover outdoor alfresco areas, you and your Family and Friends will enjoy this luxurious home, whether for permanent or part time living, for many years to come. Set on the low side of hillside Dromana the home on 541sqm is perfectly orientated to offer north to the back and privacy to the front with a fully enclosed landscaped yard. Step inside this stunning home and embrace premium quality and a long list of inclusions that will ensure your enjoyment and comfort. You will be spoilt for choice on the ground floor with the 5th bedroom, full bathroom, home theatre room, separate rumpus room and the open plan dining/living/kitchen area. The galley style kitchen features a Caesarstone island bench, glass splash back and premium Smeg appliances. As a bonus, hidden away to the rear of kitchen is a generous butler pantry with an additional sink, bench space and storage. Meander upstairs via the beautiful timber staircase with glass balustrade and be welcomed by another spacious living that opens out to an undercover balcony where you can relax and enjoy the distant bay views. Each of the 4 upstairs bedrooms are complimented by their own en-suites, with the spacious master-suite featuring a luxurious en-suite with double vanity, deep free-standing bath and double shower. Additional features throughout this quality low maintenance home include; Solar panels and Tesla power wall battery system.
Zoned ducted heating and cooling.
Ducted vacuum.
6 Star energy rating.
Double glazed windows throughout.
Soft close drawers & glass splash back to kitchen.
Caesarstone bench tops & Hafele handles throughout.
Esagono Grigio tiles
Coconut Husk carpet on plush underlay
Automated front and rear internal blinds.
Wired for a 5.1 home theatre system.
CCTV and Video doorbell.
NBN ready and smart wired.
Double garage.
Exposed aggregate driveway.
Double reinforced basketball court area.
Plan for a proposed pool in front yard and certificate of compliance. Your inspection is welcomed and invited to appreciate the sheer size and quality of this recently constructed home."
https://www.domain.com.au/11-atlantic-terrace-mount-martha-vic-3934-2017447438," The world is your oyster from the broad balcony of this seaside home with panoramic views that stretch across the entire expanse of Port Phillip Bay. Standing high over Mt Martha's spectacular coastline in an exclusive estate that celebrates the sweeping bay vista, the two-storey home is your chance to take up residence in this spectacular position where you can wake to views over the glassy still waters in the morning, witness beautiful sunsets over the water or watch Melbourne's city skyline turn into a sparkling lit spectacle in the evening. With white cladding delivering a touch of Mediterranean-style, the home offers fabulous scope to modernise or remodel to make it your own, while the large 1008m2 (approx.) allotment provides superb space to add a swimming pool in this glorious north-facing yard. For those who want to start fresh and design a home exactly to their liking, the existing home also offers extreme comfort to rent out for an income while your new plans take shape. The world is your oyster from the broad balcony of this seaside home with panoramic views that stretch across the entire expanse of Port Phillip Bay. Standing high over Mt Martha's spectacular coastline in an exclusive estate that celebrates the sweeping bay vista, the two-storey home is your chance to take up residence in this spectacular position where you can wake to views over the glassy still waters in the morning, witness beautiful sunsets over the water or watch Melbourne's city skyline turn into a sparkling lit spectacle in the evening. With white cladding delivering a touch of Mediterranean-style, the home offers fabulous scope to modernise or remodel to make it your own, while the large 1008m2 (approx.) allotment provides superb space to add a swimming pool in this glorious north-facing yard. For those who want to start fresh and design a home exactly to their liking, the existing home also offers extreme comfort to rent out for an income while your new plans take shape. - Renovate and modernise or design a brand new home
- Fabulous space for the most luxurious of homes
-Large north-facing yard with space for a pool
- Open plan living/dining with giant plate glass windows
- Huge balcony for alfresco dining and outdoor lounging
- Striking cobalt blue kitchen with granite benchtops
- Lower level living areas opening to lower terrace
- Master bedroom with beautiful views and large ensuite
- Entrance with stairs leading to upper and lower levels
- Large laundry/utilities room, ducted heating
- Internal access to large garage
- TERMS: 10% Deposit, balance due 30 - 90 days"
https://www.domain.com.au/38-jack-william-way-berwick-vic-3806-2017447346," Positioned in the picturesque Beaumont Waters Estate is this quality built 3-bedroom home which is poised to impress the most fastidious of buyers. Having been recently updated this beautiful family home is ready to move in and enjoy living. Positioned in the picturesque Beaumont Waters Estate is this quality built 3-bedroom home which is poised to impress the most fastidious of buyers. Having been recently updated this beautiful family home is ready to move in and enjoy living. With three bedrooms and multiple living zones this home is perfect for the modern-day family. The master bedroom with ensuite and the two remaining bedrooms are generous in size and practical, with a main bathroom to service. Making your way to the heart of the home the perfectly positioned, spacious well-appointed kitchen fitted is fitted with stove and oven, abundance of bench and cupboard space.
The Outdoors is impressive with an area for you to sit and enjoy while you watch the kids run around in the large backyard. Creature Comforts include ducted heating & split system cooling, double garage and extra off-street parking, tiled flooring and a paved outdoor entertaining area all wrapped up on a 467m2
Enjoy the walking tracks, parks and lake all at your doorstep, walk to Eden Rise shopping Centre, St Catherines & St Francis Xavier Schools, easy access to the M1."
https://www.domain.com.au/242-victoria-road-northcote-vic-3070-2017447307," This three bedroom two bathroom Californian Bungalow merges period perfect proportions and contemporary finishes in winsome style. Beyond landscaped gardens and a pretty façade lies a spacious family home offering extensive living and dining with a gas-log fireplace complemented by a glossy Smeg/Fisher&Paykel appointed soft-close kitchen, accessing a covered alfresco deck and landscaped gardens ideal for summer entertaining. Bedrooms with robes are spacious, one with an OFP and huge master with garden views including a retreat/study area and ensuite. With a chic family bathroom, heating/cooling and extensive OSP, this engaging home puts growing families near schools (zoned to Wales Street Primary), transport, Northcote Aquatic Centre and High Street's range of cafes, shopping and trams. This three bedroom two bathroom Californian Bungalow merges period perfect proportions and contemporary finishes in winsome style. Beyond landscaped gardens and a pretty façade lies a spacious family home offering extensive living and dining with a gas-log fireplace complemented by a glossy Smeg/Fisher&Paykel appointed soft-close kitchen, accessing a covered alfresco deck and landscaped gardens ideal for summer entertaining. Bedrooms with robes are spacious, one with an OFP and huge master with garden views including a retreat/study area and ensuite. With a chic family bathroom, heating/cooling and extensive OSP, this engaging home puts growing families near schools (zoned to Wales Street Primary), transport, Northcote Aquatic Centre and High Street's range of cafes, shopping and trams."
https://www.domain.com.au/17-beaconsfield-parade-northcote-vic-3070-2017447304," Custom tailored to ensure luxury indoor/outdoor family living, this magnificent four-bedroom, two-bathroom double-fronted Victorian prioritises a sophisticated aesthetic and clever functionality. Boasting a hedged front garden and quintessential façade draped in iron lacework, the renovated home benefits from soaring ceilings while the open plan living is a sundrenched oasis. The home office comprises an integrated workstation; and the stone-bench kitchen stars s/s Neff cooking appliances, Bosch dishwasher, walk-in pantry and waterfall island. The family/meals zone flows to the tranquil entertainer's backyard/deck and versatile outdoor studio/teenager's retreat, while robed bedrooms accompany a chic central bathroom and the master enjoys a private ensuite. Further highlighted by zoned heating/refrigerated cooling, engineered timber floors, wool carpets, Euro laundry, skylights/double glazed windows, block-out blinds, superb storage and r/c double garage with rear ROW. In a peaceful street zoned to NHS, it's seconds to High St eateries/shops, CBD trams and trains, All Nations Park, and Northcote Plaza. Custom tailored to ensure luxury indoor/outdoor family living, this magnificent four-bedroom, two-bathroom double-fronted Victorian prioritises a sophisticated aesthetic and clever functionality. Boasting a hedged front garden and quintessential façade draped in iron lacework, the renovated home benefits from soaring ceilings while the open plan living is a sundrenched oasis. The home office comprises an integrated workstation; and the stone-bench kitchen stars s/s Neff cooking appliances, Bosch dishwasher, walk-in pantry and waterfall island. The family/meals zone flows to the tranquil entertainer's backyard/deck and versatile outdoor studio/teenager's retreat, while robed bedrooms accompany a chic central bathroom and the master enjoys a private ensuite. Further highlighted by zoned heating/refrigerated cooling, engineered timber floors, wool carpets, Euro laundry, skylights/double glazed windows, block-out blinds, superb storage and r/c double garage with rear ROW. In a peaceful street zoned to NHS, it's seconds to High St eateries/shops, CBD trams and trains, All Nations Park, and Northcote Plaza."
https://www.domain.com.au/33-derby-street-northcote-vic-3070-2017447303," With its landscaped gardens, lace ironwork trims and pop of colour with a red leadlight front door, this c1888 three bedroom Victorian cottage celebrates the home's historic heritage, yet offers a light filled floorplan that is stylishly modern. Brimming with personality, this engaging home features spacious bedrooms, two with marble and timber encased OFP's off a traditional hall flooded in northern light, that culminates in charismatic L-shaped living and dining domains anchored by a country inspired Ilve/Bosch kitchen featuring stone and timber counters and chic fireplace. With French Doors to sizeable rear gardens and paved alfresco dining it forms the social centrepiece of a beautifully functional home. Marble topped vanity in the bathroom nods to the homes period pedigree while a separate laundry, ducted heating, split system air-conditioners, solar panels plus OSP make modern living easy, near High Street, All Nations Park, choice of transport and schools including Westgarth Primary and Northcote High. With its landscaped gardens, lace ironwork trims and pop of colour with a red leadlight front door, this c1888 three bedroom Victorian cottage celebrates the home's historic heritage, yet offers a light filled floorplan that is stylishly modern. Brimming with personality, this engaging home features spacious bedrooms, two with marble and timber encased OFP's off a traditional hall flooded in northern light, that culminates in charismatic L-shaped living and dining domains anchored by a country inspired Ilve/Bosch kitchen featuring stone and timber counters and chic fireplace. With French Doors to sizeable rear gardens and paved alfresco dining it forms the social centrepiece of a beautifully functional home. Marble topped vanity in the bathroom nods to the homes period pedigree while a separate laundry, ducted heating, split system air-conditioners, solar panels plus OSP make modern living easy, near High Street, All Nations Park, choice of transport and schools including Westgarth Primary and Northcote High."
https://www.domain.com.au/17-oxford-street-northcote-vic-3070-2017447302," From its bespoke iron gates and lavish garden surrounds through stylishly updated interiors and an extensive alfresco deck, there's something special about this well-crafted three bedroom plus study Californian Bungalow. A carefully considered home that merges impeccable period detail with extensive living and dining zones showcasing a classically contemporary bent, this home makes entertaining easy with a sleek Smeg/Miele appointed CaesarStone kitchen and alfresco deck overseeing spectacularly landscaped gardens incorporating raised vegetable plots. Bedrooms with robes share a skylit bathroom with bespoke vanity while glistening leadlight windows, picture rails and dark timber trims display this homes period pedigree. With excellent storage, ducted heating, split system air-conditioners, attic access and automatic gates to OSP, this home set in a community minded locale and zoned to Northcote High enjoys easy access to Johnson Park, Westgarth Primary, Dennis Station, Yarra parkland bike trials and Westgarth and Fairfield Village shopping, cafes and restaurants. From its bespoke iron gates and lavish garden surrounds through stylishly updated interiors and an extensive alfresco deck, there's something special about this well-crafted three bedroom plus study Californian Bungalow. A carefully considered home that merges impeccable period detail with extensive living and dining zones showcasing a classically contemporary bent, this home makes entertaining easy with a sleek Smeg/Miele appointed CaesarStone kitchen and alfresco deck overseeing spectacularly landscaped gardens incorporating raised vegetable plots. Bedrooms with robes share a skylit bathroom with bespoke vanity while glistening leadlight windows, picture rails and dark timber trims display this homes period pedigree. With excellent storage, ducted heating, split system air-conditioners, attic access and automatic gates to OSP, this home set in a community minded locale and zoned to Northcote High enjoys easy access to Johnson Park, Westgarth Primary, Dennis Station, Yarra parkland bike trials and Westgarth and Fairfield Village shopping, cafes and restaurants."
https://www.domain.com.au/81-havana-parade-pakenham-vic-3810-2017447258," **As per Victorian Government Health Orders, you must be double vaccinated to be able to attend the group Open Home. Proof will be required at Check In.** **As per Victorian Government Health Orders, you must be double vaccinated to be able to attend the group Open Home. Proof will be required at Check In.** Presented For Sale by Aaron Westney – Century 21 Sales Consultant
This gorgeous home is absolutely perfect for any buyer and is within walking distance to everything you could possibly need! A perfect 3 Bedroom, 2 bathroom, 2 car garage home spaced on a great size block in an even better location. Master bedroom with ensuite and walk in robe, all other bedrooms with built in robes and serviced by the main bathroom. The separate toilet and powder area is also a bonus to this stunning home. This home has an open plan modern kitchen, living and dining area with access to the outdoor entertaining area and low maintenance back yard. In the kitchen you will find stainless steel appliances, ample cupboard and bench space plus the impressive walk in pantry. Additional Features:
- Ducted Heating
- Split systems in the Living Area and Master Bedroom
- Low Maintenance Gardens
- Solar Panels Only minutes away from Bunnings, Officeworks, Pakenham HOME Centre and Lakeside Shopping centre this home surely isn't something you wouldn't want to miss. Call Aaron on 0438 333 570 for more information. real estate pakenham, pakenham real estate agents, realestate, rental properties"
